Date,Open,High,Low,Close,Volume,Adjusted Close
2016-11-02,-0.0077386095342482,-0.0073091986366488,-0.00049881828709324,-0.0042944256936604,-0.12509873617694,-0.0042944256936604
2016-11-01,-0.0010100555326591,-0.00091624796555014,-0.010465204818804,-0.005805196520244,-0.079941860465116,-0.005805196520244
2016-10-31,-0.00094479786159011,-0.0034715806981544,0.0019679155929275,-0.0010334967898756,0.020676866017617,-0.0010334967898756
2016-10-28,-0.0022496249628845,0.000211542533102,-0.0029879288527082,-0.00046727488573221,0.29115287920508,-0.00046727488573221
2016-10-27,0.0072365890226485,0.00094100242611108,0.0048110392498505,-0.0016292022768377,-0.032545749362984,-0.0016292022768377
2016-10-26,-0.0056418663559008,-0.00030975151805744,-0.0049250726844581,0.0016544719615012,0.037865128020195,0.0016544719615012
2016-10-25,0.00051540548008496,-0.001824872104889,-0.0021703083404781,-0.0029501003989962,-0.060424666817258,-0.0029501003989962
2016-10-24,0.0024519732894767,0.0058495625110794,0.0078344577617531,0.004260971601729,-0.24845089550972,0.004260971601729
2016-10-21,-0.00050866361431617,-0.0043997365103284,-0.0043742331865472,-0.0009161078471783,0.32624113475177,-0.0009161078471783
2016-10-20,-0.0008989771906453,-0.00017249636398441,-0.0022114114781843,-0.0022122932797783,0.008973194002726,-0.0022122932797783
2016-10-19,0.0018269650252272,0.0014484103232115,0.0021953662529521,0.0022398317153998,0.18016085790885,0.0022398317153998
2016-10-18,0.00050788566284919,0.0034974401043647,0.0036776624133074,0.0041765669435024,-0.017904160084255,0.0041765669435024
2016-10-17,-0.0022830611113653,-0.0054120522455936,-0.0041547990741746,-0.0028657722210199,-0.12739804709937,-0.0028657722210199
2016-10-14,0.0049219217409003,0.0068040689455653,0.0099349746385273,0.0021792108925733,0.046777296777297,0.0021792108925733
2016-10-13,-0.0024436910090191,-0.0030923293279416,-0.006754784765132,-0.0024944482505794,0.15132216530527,-0.0024944482505794
2016-10-12,-0.0096020703029067,-0.0064639038011992,0.0011144363598777,0.00085715452031647,-0.18485498250762,0.00085715452031647
2016-10-11,0.0013936738922582,-0.0047625568497281,-0.012087124366694,-0.01093231921882,0.22881708500901,-0.01093231921882
2016-10-10,-0.00067778917949195,0.0043794568449446,0.0073611238351895,0.0048545201836158,-0.12784228350266,0.0048545201836158
2016-10-07,0.00081670372254591,0.0017285171731591,-0.00074993756377906,-0.001533227468046,0.051106025934401,-0.001533227468046
2016-10-06,0.0041152356156107,-0.0015124177092877,-0.0023360686056412,-0.00068537152894652,0.032418952618454,-0.00068537152894652
2016-10-05,-0.0034038087519591,0.0001119802778192,0.0049259745197231,0.0061964605037545,-0.044160080291055,0.0061964605037545
2016-10-04,-0.00065208873580206,0.0018582669694796,-0.0048061654329466,-0.0046784865564958,0.16330998248687,-0.0046784865564958
2016-10-03,0.0053789406878882,-0.0048895058362711,0.0012072082003525,-0.0029659348891241,-0.4942053591201,-0.0029659348891241
2016-09-30,-0.0076996668310869,0.00018450557972256,0.0049835256994556,0.0090777211109079,0.41291197329996,0.0090777211109079
2016-09-29,0.0045317519642954,0.00089216454826364,-0.0048241146132126,-0.010676070137138,-0.018125960061444,-0.010676070137138
2016-09-28,0.0077909343939378,0.0061278185993045,0.0070451229604079,0.006086110512047,0.1607036728872,0.006086110512047
