Date,Open,High,Low,Close,Volume,Adjusted Close
2016-11-02,-0.0029980368662986,-0.013374612894266,-0.0099808965321164,-0.014540514521421,-0.31434454505538,-0.014540514521421
2016-11-01,0.0074079298833978,0.0096557332718311,0.010527703264151,0.0092668638085751,0.18494555772551,0.0092668638085751
2016-10-31,-0.010524992612404,-0.0048450849771395,-0.0031706171909848,-0.00088310399942074,0.068214531237899,-0.00088310399942074
2016-10-28,-0.011065973294991,-0.0083454738341464,-0.0067296437709653,-0.0076749255912562,-0.21708360312952,-0.0076749255912562
2016-10-27,-0.0020922755075123,-0.0047481255069114,-0.013200262966478,-0.0082776644024411,0.50773964151204,-0.0082776644024411
2016-10-26,-0.0078683432910866,-0.0070800279672876,-0.0083555178782592,-0.010170955847728,-0.12985166140695,-0.010170955847728
2016-10-25,0.0064041037050719,0.00047628946690301,0.011664477811871,-0.0016510155393144,-0.3445684361049,-0.0016510155393144
2016-10-24,0.00080944049346534,0.005075122077296,-0.0053483929883032,0.0098261210194908,0.65417659245078,0.0098261210194908
2016-10-20,0.00080700469225725,0.0023569393825847,0.0054178027672693,0.0029791793727105,0.080339060620364,0.0029791793727105
2016-10-19,0.01139642419437,0.0018232757091305,0.0045166365412965,-0.0038222804531803,-0.29052799943125,-0.0038222804531803
2016-10-18,-0.0014824315263986,0.0097380733957277,0.0066232652240052,0.01549000359976,0.2692875245847,0.01549000359976
2016-10-17,0.0019281228077999,-0.0060540246305386,-0.0047269110009157,-0.0084263275611955,-0.25272950140348,-0.0084263275611955
2016-10-14,-0.0077432176792214,-0.0012682613138706,0.0035217362608372,0.0087710966879756,-0.23329578747299,0.0087710966879756
2016-10-13,-0.0037003189513038,-0.0041245715687923,-0.011239292886532,-0.016052855334727,0.063987013611052,-0.016052855334727
2016-10-12,-0.026106608775299,-0.025757031228573,-0.0073989562204935,-0.0060497518776321,-0.14722649294052,-0.0060497518776321
2016-10-11,0.0027095395462494,0.004824878951613,-0.013843852175359,-0.012674117826047,0.89599146801097,-0.012674117826047
2016-10-07,0.0037527777264636,-0.0022971345865789,-0.0023632809690794,-0.0042033060432105,-0.33903915626432,-0.0042033060432105
2016-10-06,0.010139750677213,0.0065679489488299,0.01104243736319,0.0069021065062859,0.31953206579115,0.0069021065062859
2016-10-05,-0.0019200837406061,0.0066705455531574,0.0020264912006308,0.0041736358598169,0.29407106791124,0.0041736358598169
2016-10-04,0.00052930372216416,-0.00037392250532609,0.0007595348518218,0.0044525038929997,0.057465800360051,0.0044525038929997
2016-10-03,0.0092826256772202,0.0091095331842026,0.011246074333751,0.012331091664798,-0.43077323022634,0.012331091664798
2016-09-30,-0.01650581878305,-0.014446105673369,-0.01561466500732,-0.01863227354703,0.042814513754988,-0.01863227354703
2016-09-29,0.015896718309106,0.0088464145125374,0.010164583403651,0.0050729079396389,0.053615148585539,0.0050729079396389
2016-09-28,0.0042687552208544,-0.0011155744446002,0.0032362527435006,0.0020257170278147,-0.16078050807557,0.0020257170278147
2016-09-27,-0.0084399157345515,0.0035024209900906,0.00081284652138331,0.010892072271008,0.098997302288586,0.010892072271008
2016-09-26,-0.011820877793895,-0.011876310269216,-0.014918749309134,-0.015559954020284,-0.11752117174378,-0.015559954020284
2016-09-23,-0.0034941242118649,-0.0088092827135176,-0.0023197275419958,-0.0030858975913062,-0.19688144269553,-0.0030858975913062
2016-09-22,0.016890816999156,0.013891465661671,0.010554155000617,0.0037980890715613,0.43298844337299,0.0037980890715613
